specialite,zone_inscription,effectifs
Chirurgie orthopedique et traumatologie,Somme,0
Chirurgie infantile,Somme,0
Chirurgie plastique reconstructrice et esthetique,Somme,0
Chirurgie thoracique et cardio-vasculaire,Somme,0
Chirurgie urologique,Somme,0
Chirurgie vasculaire,Somme,0
Chirurgie viscerale et digestive,Somme,0
Dermatologie et venereologie,Somme,0
Endocrinologie et metabolisme,Somme,0
Genetique medicale,Somme,0
Geriatrie,Somme,1
Gynecologie medicale,Somme,1
Gynecologie-obstetrique,Somme,0
Hematologie,Somme,0
Gastro-enterologie et hepatologie,Somme,0
Medecine du travail,Somme,33
Medecine interne,Somme,0
Medecine nucleaire,Somme,0
Medecine physique et readaptation,Somme,1
Nephrologie,Somme,0
Neuro-chirurgie,Somme,1
Neurologie,Somme,0
O.R.L et chirurgie cervico faciale,Somme,0
Oncologie option medicale,Somme,0
Ophtalmologie,Somme,0
Pediatrie,Somme,3
Pneumologie,Somme,0
Psychiatrie,Somme,6
Radio-diagnostic et imagerie medicale,Somme,0
Radio-therapie,Somme,0
Reanimation medicale,Somme,0
Recherche medicale,Somme,0
Rhumatologie,Somme,0
Sante publique et medecine sociale,Somme,4
Generalistes,Somme,128
Medecine generale,Somme,128
Ensemble des specialites d'exercice,Somme,156
Specialistes,Somme,36
Anatomie et cytologie pathologiques,Somme,0
Anesthesie-reanimation,Somme,0
Biologie medicale,Somme,3
Cardiologie et maladies vasculaires,Somme,1
Chirurgie generale,Somme,0
Chirurgie maxillo-faciale et stomatologie,Somme,0
Chirurgie orthopedique et traumatologie,Somme,0
Chirurgie infantile,Somme,0
Chirurgie plastique reconstructrice et esthetique,Somme,0
Chirurgie thoracique et cardio-vasculaire,Somme,0
Chirurgie urologique,Somme,0
Chirurgie vasculaire,Somme,0
Chirurgie viscerale et digestive,Somme,0
Dermatologie et venereologie,Somme,0
Endocrinologie et metabolisme,Somme,0
Genetique medicale,Somme,0
Geriatrie,Somme,1
Gynecologie medicale,Somme,1
Gynecologie-obstetrique,Somme,0
Hematologie,Somme,0
Gastro-enterologie et hepatologie,Somme,0
Medecine du travail,Somme,14
Medecine interne,Somme,0
Medecine nucleaire,Somme,1
Medecine physique et readaptation,Somme,1
Nephrologie,Somme,0
Neuro-chirurgie,Somme,1
Neurologie,Somme,0
O.R.L et chirurgie cervico faciale,Somme,0
Oncologie option medicale,Somme,0
Ophtalmologie,Somme,0
Pediatrie,Somme,3
Pneumologie,Somme,0
Psychiatrie,Somme,5
Radio-diagnostic et imagerie medicale,Somme,0
Radio-therapie,Somme,0
Reanimation medicale,Somme,0
Recherche medicale,Somme,0
Rhumatologie,Somme,0
Sante publique et medecine sociale,Somme,5
Generalistes,Somme,120
Medecine generale,Somme,120
Ensemble des specialites d'exercice,Tarn,136
Specialistes,Tarn,54
Anatomie et cytologie pathologiques,Tarn,1
Anesthesie-reanimation,Tarn,1
Biologie medicale,Tarn,2
Cardiologie et maladies vasculaires,Tarn,0
Chirurgie generale,Tarn,0
Chirurgie maxillo-faciale et stomatologie,Tarn,0
Chirurgie orthopedique et traumatologie,Tarn,1
Chirurgie infantile,Tarn,0
Chirurgie plastique reconstructrice et esthetique,Tarn,0
Chirurgie thoracique et cardio-vasculaire,Tarn,0
Chirurgie urologique,Tarn,0
Chirurgie vasculaire,Tarn,0
Chirurgie viscerale et digestive,Tarn,0
Dermatologie et venereologie,Tarn,3
Endocrinologie et metabolisme,Tarn,1
Genetique medicale,Tarn,0
Geriatrie,Tarn,0
Gynecologie medicale,Tarn,1
Gynecologie-obstetrique,Tarn,1
Hematologie,Tarn,0
Gastro-enterologie et hepatologie,Tarn,0
Medecine du travail,Tarn,24
Medecine interne,Tarn,0
Medecine nucleaire,Tarn,0
Medecine physique et readaptation,Tarn,1
Nephrologie,Tarn,0
Neuro-chirurgie,Tarn,0
Neurologie,Tarn,0
O.R.L et chirurgie cervico faciale,Tarn,0
Oncologie option medicale,Tarn,0
Ophtalmologie,Tarn,0
Pediatrie,Tarn,6
Pneumologie,Tarn,0
Psychiatrie,Tarn,3
Radio-diagnostic et imagerie medicale,Tarn,0
Radio-therapie,Tarn,1
Reanimation medicale,Tarn,0
Recherche medicale,Tarn,0
Rhumatologie,Tarn,1
Sante publique et medecine sociale,Tarn,7
Generalistes,Tarn,82
Medecine generale,Tarn,82
Ensemble des specialites d'exercice,Tarn,142
Specialistes,Tarn,56
Anatomie et cytologie pathologiques,Tarn,1
Anesthesie-reanimation,Tarn,1
Biologie medicale,Tarn,2
Cardiologie et maladies vasculaires,Tarn,0
Chirurgie generale,Tarn,0
Chirurgie maxillo-faciale et stomatologie,Tarn,0
Chirurgie orthopedique et traumatologie,Tarn,1
Chirurgie infantile,Tarn,0
Chirurgie plastique reconstructrice et esthetique,Tarn,0
Chirurgie thoracique et cardio-vasculaire,Tarn,0
Chirurgie urologique,Tarn,0
Chirurgie vasculaire,Tarn,0
Chirurgie viscerale et digestive,Tarn,0
Dermatologie et venereologie,Tarn,3
Endocrinologie et metabolisme,Tarn,1
Genetique medicale,Tarn,0
Geriatrie,Tarn,0
Gynecologie medicale,Tarn,1
Gynecologie-obstetrique,Tarn,1
Hematologie,Tarn,0
Gastro-enterologie et hepatologie,Tarn,0
Medecine du travail,Tarn,25
Medecine interne,Tarn,0
Medecine nucleaire,Tarn,0
Medecine physique et readaptation,Tarn,1
Nephrologie,Tarn,0
Neuro-chirurgie,Tarn,0
Neurologie,Tarn,0
O.R.L et chirurgie cervico faciale,Tarn,0
Oncologie option medicale,Tarn,0
Ophtalmologie,Tarn,0
Pediatrie,Tarn,6
Pneumologie,Tarn,0
Psychiatrie,Tarn,3
Radio-diagnostic et imagerie medicale,Tarn,0
Radio-therapie,Tarn,1
Reanimation medicale,Tarn,0
Recherche medicale,Tarn,0
Rhumatologie,Tarn,1
Sante publique et medecine sociale,Tarn,8
Generalistes,Tarn,86
Medecine generale,Tarn,86
Ensemble des specialites d'exercice,Tarn-et-Garonne,55
Specialistes,Tarn-et-Garonne,18
Anatomie et cytologie pathologiques,Tarn-et-Garonne,0
Anesthesie-reanimation,Tarn-et-Garonne,1
Biologie medicale,Tarn-et-Garonne,2
Cardiologie et maladies vasculaires,Tarn-et-Garonne,0
Chirurgie generale,Tarn-et-Garonne,0
Chirurgie maxillo-faciale et stomatologie,Tarn-et-Garonne,1
Chirurgie orthopedique et traumatologie,Tarn-et-Garonne,0
Chirurgie infantile,Tarn-et-Garonne,0
Chirurgie plastique reconstructrice et esthetique,Tarn-et-Garonne,0
Chirurgie thoracique et cardio-vasculaire,Tarn-et-Garonne,0
Chirurgie urologique,Tarn-et-Garonne,0
Chirurgie vasculaire,Tarn-et-Garonne,0
Chirurgie viscerale et digestive,Tarn-et-Garonne,0
Dermatologie et venereologie,Tarn-et-Garonne,0
Endocrinologie et metabolisme,Tarn-et-Garonne,0
Genetique medicale,Tarn-et-Garonne,0
Geriatrie,Tarn-et-Garonne,0
Gynecologie medicale,Tarn-et-Garonne,0
Gynecologie-obstetrique,Tarn-et-Garonne,0
Hematologie,Tarn-et-Garonne,0
Gastro-enterologie et hepatologie,Tarn-et-Garonne,0
Medecine du travail,Tarn-et-Garonne,8
Medecine interne,Tarn-et-Garonne,0
Medecine nucleaire,Tarn-et-Garonne,0
Medecine physique et readaptation,Tarn-et-Garonne,0
Nephrologie,Tarn-et-Garonne,0
Neuro-chirurgie,Tarn-et-Garonne,0
Neurologie,Tarn-et-Garonne,0
O.R.L et chirurgie cervico faciale,Tarn-et-Garonne,0
Oncologie option medicale,Tarn-et-Garonne,0
Ophtalmologie,Tarn-et-Garonne,0
Pediatrie,Tarn-et-Garonne,2
Pneumologie,Tarn-et-Garonne,0
Psychiatrie,Tarn-et-Garonne,1
Radio-diagnostic et imagerie medicale,Tarn-et-Garonne,1
Radio-therapie,Tarn-et-Garonne,0
Reanimation medicale,Tarn-et-Garonne,0
Recherche medicale,Tarn-et-Garonne,0
Rhumatologie,Tarn-et-Garonne,0
Sante publique et medecine sociale,Tarn-et-Garonne,2
Generalistes,Tarn-et-Garonne,37
Medecine generale,Tarn-et-Garonne,37
Ensemble des specialites d'exercice,Tarn-et-Garonne,45
Specialistes,Tarn-et-Garonne,12
Anatomie et cytologie pathologiques,Tarn-et-Garonne,0
Anesthesie-reanimation,Tarn-et-Garonne,1
Biologie medicale,Tarn-et-Garonne,0
Cardiologie et maladies vasculaires,Tarn-et-Garonne,0
Chirurgie generale,Tarn-et-Garonne,0
Chirurgie maxillo-faciale et stomatologie,Tarn-et-Garonne,0
Chirurgie orthopedique et traumatologie,Tarn-et-Garonne,0
Chirurgie infantile,Tarn-et-Garonne,0
Chirurgie plastique reconstructrice et esthetique,Tarn-et-Garonne,0
Chirurgie thoracique et cardio-vasculaire,Tarn-et-Garonne,0
Chirurgie urologique,Tarn-et-Garonne,0
Chirurgie vasculaire,Tarn-et-Garonne,0
Chirurgie viscerale et digestive,Tarn-et-Garonne,0
Dermatologie et venereologie,Tarn-et-Garonne,0
Endocrinologie et metabolisme,Tarn-et-Garonne,0
Genetique medicale,Tarn-et-Garonne,0
Geriatrie,Tarn-et-Garonne,0
Gynecologie medicale,Tarn-et-Garonne,0
Gynecologie-obstetrique,Tarn-et-Garonne,0
Hematologie,Tarn-et-Garonne,0
Gastro-enterologie et hepatologie,Tarn-et-Garonne,0
Medecine du travail,Tarn-et-Garonne,6
Medecine interne,Tarn-et-Garonne,0
Medecine nucleaire,Tarn-et-Garonne,0
Medecine physique et readaptation,Tarn-et-Garonne,0
Nephrologie,Tarn-et-Garonne,0
Neuro-chirurgie,Tarn-et-Garonne,0
Neurologie,Tarn-et-Garonne,0
O.R.L et chirurgie cervico faciale,Tarn-et-Garonne,0
Oncologie option medicale,Tarn-et-Garonne,0
Ophtalmologie,Tarn-et-Garonne,0
Pediatrie,Tarn-et-Garonne,2
Pneumologie,Tarn-et-Garonne,0
Psychiatrie,Tarn-et-Garonne,1
Radio-diagnostic et imagerie medicale,Tarn-et-Garonne,1
Radio-therapie,Tarn-et-Garonne,0
Reanimation medicale,Tarn-et-Garonne,0
Recherche medicale,Tarn-et-Garonne,0
Rhumatologie,Tarn-et-Garonne,0
Sante publique et medecine sociale,Tarn-et-Garonne,1
Generalistes,Tarn-et-Garonne,33
Medecine generale,Tarn-et-Garonne,33
Ensemble des specialites d'exercice,Var,337
Specialistes,Var,154
Anatomie et cytologie pathologiques,Var,0
Anesthesie-reanimation,Var,3
Biologie medicale,Var,3
Cardiologie et maladies vasculaires,Var,0
Chirurgie generale,Var,2
Chirurgie maxillo-faciale et stomatologie,Var,0
Chirurgie orthopedique et traumatologie,Var,0
Chirurgie infantile,Var,0
Chirurgie plastique reconstructrice et esthetique,Var,0
Chirurgie thoracique et cardio-vasculaire,Var,0
Chirurgie urologique,Var,0
Chirurgie vasculaire,Var,1
Chirurgie viscerale et digestive,Var,0
Dermatologie et venereologie,Var,0
Endocrinologie et metabolisme,Var,0
Genetique medicale,Var,0
Geriatrie,Var,9
Gynecologie medicale,Var,0
Gynecologie-obstetrique,Var,1
Hematologie,Var,0
Gastro-enterologie et hepatologie,Var,1
Medecine du travail,Var,78
Medecine interne,Var,2
Medecine nucleaire,Var,0
Medecine physique et readaptation,Var,3
Nephrologie,Var,7
Neuro-chirurgie,Var,0
Neurologie,Var,0
O.R.L et chirurgie cervico faciale,Var,2
Oncologie option medicale,Var,0
Ophtalmologie,Var,0
Pediatrie,Var,10
Pneumologie,Var,3
Psychiatrie,Var,14
Radio-diagnostic et imagerie medicale,Var,2
Radio-therapie,Var,1
Reanimation medicale,Var,0
Recherche medicale,Var,0
Rhumatologie,Var,1
Sante publique et medecine sociale,Var,11
Generalistes,Var,183
Medecine generale,Var,183
Ensemble des specialites d'exercice,Var,309
Specialistes,Var,143
Anatomie et cytologie pathologiques,Var,1
Anesthesie-reanimation,Var,3
Biologie medicale,Var,1
Cardiologie et maladies vasculaires,Var,0
Chirurgie generale,Var,0
Chirurgie maxillo-faciale et stomatologie,Var,0
Chirurgie orthopedique et traumatologie,Var,0
Chirurgie infantile,Var,0
Chirurgie plastique reconstructrice et esthetique,Var,0
Chirurgie thoracique et cardio-vasculaire,Var,0
Chirurgie urologique,Var,0
Chirurgie vasculaire,Var,0
Chirurgie viscerale et digestive,Var,0
Dermatologie et venereologie,Var,0
Endocrinologie et metabolisme,Var,0
Genetique medicale,Var,0
Geriatrie,Var,8
Gynecologie medicale,Var,1
Gynecologie-obstetrique,Var,0
Hematologie,Var,0
Gastro-enterologie et hepatologie,Var,1
Medecine du travail,Var,78
Medecine interne,Var,2
Medecine nucleaire,Var,0
Medecine physique et readaptation,Var,3
Nephrologie,Var,6
Neuro-chirurgie,Var,0
Neurologie,Var,0
O.R.L et chirurgie cervico faciale,Var,1
Oncologie option medicale,Var,0
Ophtalmologie,Var,0
Pediatrie,Var,9
Pneumologie,Var,2
Psychiatrie,Var,13
Radio-diagnostic et imagerie medicale,Var,0
Radio-therapie,Var,0
Reanimation medicale,Var,0
Recherche medicale,Var,0
Rhumatologie,Var,2
Sante publique et medecine sociale,Var,12
Generalistes,Var,166
Medecine generale,Var,166
Ensemble des specialites d'exercice,Vaucluse,194
Specialistes,Vaucluse,76
Anatomie et cytologie pathologiques,Vaucluse,0
Anesthesie-reanimation,Vaucluse,0
Biologie medicale,Vaucluse,2
Cardiologie et maladies vasculaires,Vaucluse,0
Chirurgie generale,Vaucluse,0
Chirurgie maxillo-faciale et stomatologie,Vaucluse,1
Chirurgie orthopedique et traumatologie,Vaucluse,0
Chirurgie infantile,Vaucluse,0
Chirurgie plastique reconstructrice et esthetique,Vaucluse,0
Chirurgie thoracique et cardio-vasculaire,Vaucluse,0
Chirurgie urologique,Vaucluse,0
Chirurgie vasculaire,Vaucluse,0
Chirurgie viscerale et digestive,Vaucluse,0
Dermatologie et venereologie,Vaucluse,0
Endocrinologie et metabolisme,Vaucluse,0
Genetique medicale,Vaucluse,0
Geriatrie,Vaucluse,0
Gynecologie medicale,Vaucluse,0
Gynecologie-obstetrique,Vaucluse,0
Hematologie,Vaucluse,0
Gastro-enterologie et hepatologie,Vaucluse,1
Medecine du travail,Vaucluse,43
Medecine interne,Vaucluse,0
Medecine nucleaire,Vaucluse,0
Medecine physique et readaptation,Vaucluse,3
Nephrologie,Vaucluse,4
Neuro-chirurgie,Vaucluse,0
Neurologie,Vaucluse,0
O.R.L et chirurgie cervico faciale,Vaucluse,0
Oncologie option medicale,Vaucluse,0
Ophtalmologie,Vaucluse,1
Pediatrie,Vaucluse,3
Pneumologie,Vaucluse,2
Psychiatrie,Vaucluse,9
Radio-diagnostic et imagerie medicale,Vaucluse,0
Radio-therapie,Vaucluse,0
Reanimation medicale,Vaucluse,0
Recherche medicale,Vaucluse,0
Rhumatologie,Vaucluse,0
Sante publique et medecine sociale,Vaucluse,7
Generalistes,Vaucluse,118
Medecine generale,Vaucluse,118
Ensemble des specialites d'exercice,Vaucluse,194
Specialistes,Vaucluse,74
Anatomie et cytologie pathologiques,Vaucluse,1
Anesthesie-reanimation,Vaucluse,0
Biologie medicale,Vaucluse,3
Cardiologie et maladies vasculaires,Vaucluse,0
Chirurgie generale,Vaucluse,0
Chirurgie maxillo-faciale et stomatologie,Vaucluse,1
Chirurgie orthopedique et traumatologie,Vaucluse,0
Chirurgie infantile,Vaucluse,0
Chirurgie plastique reconstructrice et esthetique,Vaucluse,0
Chirurgie thoracique et cardio-vasculaire,Vaucluse,0
Chirurgie urologique,Vaucluse,0
Chirurgie vasculaire,Vaucluse,0
Chirurgie viscerale et digestive,Vaucluse,0
Dermatologie et venereologie,Vaucluse,0
Endocrinologie et metabolisme,Vaucluse,0
Genetique medicale,Vaucluse,0
Geriatrie,Vaucluse,0
Gynecologie medicale,Vaucluse,0
Gynecologie-obstetrique,Vaucluse,0
Hematologie,Vaucluse,0
Gastro-enterologie et hepatologie,Vaucluse,1
Medecine du travail,Vaucluse,38
Medecine interne,Vaucluse,0
Medecine nucleaire,Vaucluse,0
Medecine physique et readaptation,Vaucluse,3
Nephrologie,Vaucluse,4
Neuro-chirurgie,Vaucluse,0
Neurologie,Vaucluse,0
O.R.L et chirurgie cervico faciale,Vaucluse,0
Oncologie option medicale,Vaucluse,0
Ophtalmologie,Vaucluse,0
Pediatrie,Vaucluse,5
Pneumologie,Vaucluse,2
Psychiatrie,Vaucluse,9
Radio-diagnostic et imagerie medicale,Vaucluse,0
Radio-therapie,Vaucluse,0
Reanimation medicale,Vaucluse,0
Recherche medicale,Vaucluse,0
Rhumatologie,Vaucluse,0
Sante publique et medecine sociale,Vaucluse,7
Generalistes,Vaucluse,120
Medecine generale,Vaucluse,120
Ensemble des specialites d'exercice,Vendee,172
Specialistes,Vendee,59
Anatomie et cytologie pathologiques,Vendee,0
Anesthesie-reanimation,Vendee,0
Biologie medicale,Vendee,4
Cardiologie et maladies vasculaires,Vendee,0
Chirurgie generale,Vendee,0
Chirurgie maxillo-faciale et stomatologie,Vendee,0
Chirurgie orthopedique et traumatologie,Vendee,0
Chirurgie infantile,Vendee,0
Chirurgie plastique reconstructrice et esthetique,Vendee,0
Chirurgie thoracique et cardio-vasculaire,Vendee,0
Chirurgie urologique,Vendee,0
Chirurgie vasculaire,Vendee,0
Chirurgie viscerale et digestive,Vendee,0
Dermatologie et venereologie,Vendee,0
Endocrinologie et metabolisme,Vendee,0
Genetique medicale,Vendee,0
Geriatrie,Vendee,1
Gynecologie medicale,Vendee,0
Gynecologie-obstetrique,Vendee,0
Hematologie,Vendee,0
Gastro-enterologie et hepatologie,Vendee,0
Medecine du travail,Vendee,45
Medecine interne,Vendee,0
Medecine nucleaire,Vendee,0
Medecine physique et readaptation,Vendee,1
Nephrologie,Vendee,2
Neuro-chirurgie,Vendee,0
Neurologie,Vendee,0
O.R.L et chirurgie cervico faciale,Vendee,1
Oncologie option medicale,Vendee,0
Ophtalmologie,Vendee,0
Pediatrie,Vendee,1
Pneumologie,Vendee,0
Psychiatrie,Vendee,3
Radio-diagnostic et imagerie medicale,Vendee,0
Radio-therapie,Vendee,0
Reanimation medicale,Vendee,0
Recherche medicale,Vendee,0
Rhumatologie,Vendee,1
Sante publique et medecine sociale,Vendee,0
Generalistes,Vendee,113
Medecine generale,Vendee,113
Ensemble des specialites d'exercice,Vendee,171
Specialistes,Vendee,62
Anatomie et cytologie pathologiques,Vendee,0
Anesthesie-reanimation,Vendee,0
Biologie medicale,Vendee,5
Cardiologie et maladies vasculaires,Vendee,0
Chirurgie generale,Vendee,0
Chirurgie maxillo-faciale et stomatologie,Vendee,0
Chirurgie orthopedique et traumatologie,Vendee,0
Chirurgie infantile,Vendee,0
Chirurgie plastique reconstructrice et esthetique,Vendee,0
Chirurgie thoracique et cardio-vasculaire,Vendee,0
Chirurgie urologique,Vendee,0
Chirurgie vasculaire,Vendee,0
Chirurgie viscerale et digestive,Vendee,0
Dermatologie et venereologie,Vendee,0
Endocrinologie et metabolisme,Vendee,0
Genetique medicale,Vendee,0
Geriatrie,Vendee,1
Gynecologie medicale,Vendee,0
Gynecologie-obstetrique,Vendee,0
Hematologie,Vendee,0
Gastro-enterologie et hepatologie,Vendee,0
Medecine du travail,Vendee,46
Medecine interne,Vendee,0
Medecine nucleaire,Vendee,0
Medecine physique et readaptation,Vendee,1
Nephrologie,Vendee,2
Neuro-chirurgie,Vendee,0
Neurologie,Vendee,0
O.R.L et chirurgie cervico faciale,Vendee,1
Oncologie option medicale,Vendee,0
Ophtalmologie,Vendee,0
Pediatrie,Vendee,1
Pneumologie,Vendee,0
Psychiatrie,Vendee,4
Radio-diagnostic et imagerie medicale,Vendee,0
Radio-therapie,Vendee,0
Reanimation medicale,Vendee,0
Recherche medicale,Vendee,0
Rhumatologie,Vendee,1
Sante publique et medecine sociale,Vendee,0
Generalistes,Vendee,109
Medecine generale,Vendee,109
Ensemble des specialites d'exercice,Vienne,162
Specialistes,Vienne,71
Anatomie et cytologie pathologiques,Vienne,0
Anesthesie-reanimation,Vienne,0
Biologie medicale,Vienne,5
Cardiologie et maladies vasculaires,Vienne,0
Chirurgie generale,Vienne,0
Chirurgie maxillo-faciale et stomatologie,Vienne,0
Chirurgie orthopedique et traumatologie,Vienne,0
Chirurgie infantile,Vienne,0
Chirurgie plastique reconstructrice et esthetique,Vienne,0
Chirurgie thoracique et cardio-vasculaire,Vienne,0
Chirurgie urologique,Vienne,0
Chirurgie vasculaire,Vienne,0
Chirurgie viscerale et digestive,Vienne,0
Dermatologie et venereologie,Vienne,1
Endocrinologie et metabolisme,Vienne,1
Genetique medicale,Vienne,0
Geriatrie,Vienne,2
Gynecologie medicale,Vienne,0
Gynecologie-obstetrique,Vienne,2
Hematologie,Vienne,0
Gastro-enterologie et hepatologie,Vienne,0
Medecine du travail,Vienne,39
Medecine interne,Vienne,0
Medecine nucleaire,Vienne,0
Medecine physique et readaptation,Vienne,0
Nephrologie,Vienne,0
Neuro-chirurgie,Vienne,0
Neurologie,Vienne,0
O.R.L et chirurgie cervico faciale,Vienne,0
Oncologie option medicale,Vienne,0
Ophtalmologie,Vienne,0
Pediatrie,Vienne,3
Pneumologie,Vienne,0
Psychiatrie,Vienne,8
Radio-diagnostic et imagerie medicale,Vienne,0
Radio-therapie,Vienne,0
Reanimation medicale,Vienne,0
Recherche medicale,Vienne,0
Rhumatologie,Vienne,1
Sante publique et medecine sociale,Vienne,9
Generalistes,Vienne,91
Medecine generale,Vienne,91
Ensemble des specialites d'exercice,Vienne,165
Specialistes,Vienne,73
Anatomie et cytologie pathologiques,Vienne,0
Anesthesie-reanimation,Vienne,0
Biologie medicale,Vienne,6
Cardiologie et maladies vasculaires,Vienne,0
Chirurgie generale,Vienne,0
Chirurgie maxillo-faciale et stomatologie,Vienne,0
Chirurgie orthopedique et traumatologie,Vienne,0
Chirurgie infantile,Vienne,0
Chirurgie plastique reconstructrice et esthetique,Vienne,0
Chirurgie thoracique et cardio-vasculaire,Vienne,0
Chirurgie urologique,Vienne,0
Chirurgie vasculaire,Vienne,0
Chirurgie viscerale et digestive,Vienne,0
Dermatologie et venereologie,Vienne,1
Endocrinologie et metabolisme,Vienne,1
Genetique medicale,Vienne,0
Geriatrie,Vienne,2
Gynecologie medicale,Vienne,0
Gynecologie-obstetrique,Vienne,2
Hematologie,Vienne,0
Gastro-enterologie et hepatologie,Vienne,0
Medecine du travail,Vienne,40
Medecine interne,Vienne,0
Medecine nucleaire,Vienne,0
Medecine physique et readaptation,Vienne,0
Nephrologie,Vienne,0
Neuro-chirurgie,Vienne,0
Neurologie,Vienne,0
O.R.L et chirurgie cervico faciale,Vienne,0
Oncologie option medicale,Vienne,0
Ophtalmologie,Vienne,0
Pediatrie,Vienne,3
Pneumologie,Vienne,0
Psychiatrie,Vienne,7
